Waktu,Beban_MW,Suhu_C,Jam,Hari_Minggu,Bulan,Adalah_Libur
2023-01-10 01:00:00,54.88,30.8,1,1,1,0
2023-01-10 02:00:00,54.18,31.5,2,1,1,0
2023-01-10 03:00:00,57.11,30.7,3,1,1,0
2023-01-10 04:00:00,56.85,30.2,4,1,1,0
2023-01-10 05:00:00,58.94,30.9,5,1,1,0
2023-01-10 06:00:00,61.3,28.9,6,1,1,0
2023-01-10 07:00:00,68.17,28.7,7,1,1,0
2023-01-10 08:00:00,70.99,26.8,8,1,1,0
2023-01-10 09:00:00,77.12,27.3,9,1,1,0
2023-01-10 10:00:00,80.86,24.5,10,1,1,0
2023-01-10 11:00:00,81.71,23.7,11,1,1,0
2023-01-10 12:00:00,82.06,24.8,12,1,1,0
2023-01-10 13:00:00,80.32,22.8,13,1,1,0
2023-01-10 14:00:00,84.7,24.3,14,1,1,0
2023-01-10 15:00:00,83.49,23.8,15,1,1,0
2023-01-10 16:00:00,86.23,23.4,16,1,1,0
2023-01-10 17:00:00,91.33,22.7,17,1,1,0
2023-01-10 18:00:00,92.1,25.0,18,1,1,0
2023-01-10 19:00:00,99.6,26.0,19,1,1,0
2023-01-10 20:00:00,98.27,27.9,20,1,1,0
2023-01-10 21:00:00,99.2,29.3,21,1,1,0
2023-01-10 22:00:00,90.11,28.5,22,1,1,0
2023-01-10 23:00:00,79.01,30.5,23,1,1,0
2023-01-11 00:00:00,51.78,31.1,0,2,1,0
2023-01-11 01:00:00,53.41,31.7,1,2,1,0
2023-01-11 02:00:00,55.93,31.4,2,2,1,0
2023-01-11 03:00:00,51.38,29.3,3,2,1,0
2023-01-11 04:00:00,55.65,30.3,4,2,1,0
2023-01-11 05:00:00,52.91,28.9,5,2,1,0
2023-01-11 06:00:00,61.05,28.8,6,2,1,0
2023-01-11 07:00:00,67.76,28.8,7,2,1,0
2023-01-11 08:00:00,72.78,27.2,8,2,1,0
2023-01-11 09:00:00,79.53,26.9,9,2,1,0
2023-01-11 10:00:00,82.69,25.3,10,2,1,0
2023-01-11 11:00:00,81.03,23.1,11,2,1,0
2023-01-11 12:00:00,86.73,21.5,12,2,1,0
2023-01-11 13:00:00,84.72,23.3,13,2,1,0
2023-01-11 14:00:00,86.97,22.8,14,2,1,0
2023-01-11 15:00:00,84.41,22.4,15,2,1,0
2023-01-11 16:00:00,88.07,22.2,16,2,1,0
2023-01-11 17:00:00,93.5,23.6,17,2,1,0
2023-01-11 18:00:00,95.86,24.8,18,2,1,0
2023-01-11 19:00:00,94.89,26.5,19,2,1,0
2023-01-11 20:00:00,94.03,27.2,20,2,1,0
2023-01-11 21:00:00,98.09,29.3,21,2,1,0
2023-01-11 22:00:00,83.64,28.2,22,2,1,0
2023-01-11 23:00:00,77.35,30.5,23,2,1,0
2023-01-12 00:00:00,51.98,30.5,0,3,1,0
2023-01-12 01:00:00,56.25,31.4,1,3,1,0
2023-01-12 02:00:00,54.44,30.7,2,3,1,0
2023-01-12 03:00:00,56.51,31.7,3,3,1,0
2023-01-12 04:00:00,56.14,30.7,4,3,1,0
2023-01-12 05:00:00,54.15,29.3,5,3,1,0
2023-01-12 06:00:00,61.04,29.0,6,3,1,0
2023-01-12 07:00:00,66.8,27.8,7,3,1,0
2023-01-12 08:00:00,71.05,27.4,8,3,1,0
2023-01-12 09:00:00,76.34,25.0,9,3,1,0
2023-01-12 10:00:00,78.95,25.0,10,3,1,0
2023-01-12 11:00:00,81.35,24.5,11,3,1,0
2023-01-12 12:00:00,81.57,23.6,12,3,1,0
2023-01-12 13:00:00,82.67,24.2,13,3,1,0
2023-01-12 14:00:00,85.89,23.6,14,3,1,0
2023-01-12 15:00:00,86.3,23.1,15,3,1,0
2023-01-12 16:00:00,85.62,23.7,16,3,1,0
2023-01-12 17:00:00,90.68,24.4,17,3,1,0
2023-01-12 18:00:00,94.29,25.3,18,3,1,0
2023-01-12 19:00:00,94.44,24.5,19,3,1,0
2023-01-12 20:00:00,94.15,26.8,20,3,1,0
2023-01-12 21:00:00,98.8,26.8,21,3,1,0
2023-01-12 22:00:00,88.25,30.0,22,3,1,0
2023-01-12 23:00:00,76.83,29.8,23,3,1,0
2023-01-13 00:00:00,50.05,30.3,0,4,1,0
2023-01-13 01:00:00,53.43,31.6,1,4,1,0
2023-01-13 02:00:00,56.86,31.3,2,4,1,0
2023-01-13 03:00:00,52.79,30.0,3,4,1,0
2023-01-13 04:00:00,55.59,30.4,4,4,1,0
2023-01-13 05:00:00,55.91,29.6,5,4,1,0
2023-01-13 06:00:00,61.31,27.6,6,4,1,0
2023-01-13 07:00:00,64.75,27.5,7,4,1,0
2023-01-13 08:00:00,72.64,26.9,8,4,1,0
2023-01-13 09:00:00,75.6,25.9,9,4,1,0
2023-01-13 10:00:00,79.84,23.8,10,4,1,0
2023-01-13 11:00:00,80.23,25.1,11,4,1,0
2023-01-13 12:00:00,80.92,23.5,12,4,1,0
2023-01-13 13:00:00,85.73,23.2,13,4,1,0
2023-01-13 14:00:00,85.03,23.3,14,4,1,0
2023-01-13 15:00:00,86.19,22.5,15,4,1,0
2023-01-13 16:00:00,86.25,23.9,16,4,1,0
2023-01-13 17:00:00,93.9,23.9,17,4,1,0
2023-01-13 18:00:00,91.07,24.3,18,4,1,0
2023-01-13 19:00:00,96.46,26.4,19,4,1,0
2023-01-13 20:00:00,96.38,28.2,20,4,1,0
2023-01-13 21:00:00,96.17,28.6,21,4,1,0
2023-01-13 22:00:00,85.39,29.7,22,4,1,0
2023-01-13 23:00:00,77.41,29.4,23,4,1,0
2023-01-14 00:00:00,44.35,29.2,0,5,1,1
2023-01-14 01:00:00,50.16,32.1,1,5,1,1
2023-01-14 02:00:00,53.12,32.6,2,5,1,1
2023-01-14 03:00:00,52.53,32.1,3,5,1,1
2023-01-14 04:00:00,51.64,30.2,4,5,1,1
2023-01-14 05:00:00,48.93,28.9,5,5,1,1
2023-01-14 06:00:00,55.74,28.1,6,5,1,1
2023-01-14 07:00:00,58.54,26.7,7,5,1,1
2023-01-14 08:00:00,64.83,26.9,8,5,1,1
2023-01-14 09:00:00,72.92,27.2,9,5,1,1
2023-01-14 10:00:00,70.79,24.9,10,5,1,1
2023-01-14 11:00:00,74.86,24.4,11,5,1,1
2023-01-14 12:00:00,75.67,24.6,12,5,1,1
2023-01-14 13:00:00,77.68,22.8,13,5,1,1
2023-01-14 14:00:00,74.8,24.6,14,5,1,1
2023-01-14 15:00:00,77.74,24.7,15,5,1,1
2023-01-14 16:00:00,76.62,23.4,16,5,1,1
2023-01-14 17:00:00,84.42,23.7,17,5,1,1
2023-01-14 18:00:00,80.94,25.6,18,5,1,1
2023-01-14 19:00:00,85.98,25.7,19,5,1,1
2023-01-14 20:00:00,87.14,26.1,20,5,1,1
2023-01-14 21:00:00,83.61,29.1,21,5,1,1
2023-01-14 22:00:00,77.54,30.0,22,5,1,1
2023-01-14 23:00:00,66.97,30.0,23,5,1,1
2023-01-15 00:00:00,44.9,29.5,0,6,1,1
2023-01-15 01:00:00,47.56,29.9,1,6,1,1
2023-01-15 02:00:00,49.59,31.1,2,6,1,1
2023-01-15 03:00:00,49.79,30.5,3,6,1,1
2023-01-15 04:00:00,49.11,30.2,4,6,1,1
2023-01-15 05:00:00,52.8,30.6,5,6,1,1
2023-01-15 06:00:00,55.54,29.6,6,6,1,1
2023-01-15 07:00:00,60.16,29.1,7,6,1,1
2023-01-15 08:00:00,66.46,26.2,8,6,1,1
2023-01-15 09:00:00,68.83,25.7,9,6,1,1
2023-01-15 10:00:00,72.07,25.6,10,6,1,1
2023-01-15 11:00:00,73.79,24.5,11,6,1,1
2023-01-15 12:00:00,73.2,24.8,12,6,1,1
2023-01-15 13:00:00,76.99,23.5,13,6,1,1
2023-01-15 14:00:00,77.66,24.5,14,6,1,1
2023-01-15 15:00:00,76.71,23.6,15,6,1,1
2023-01-15 16:00:00,76.66,24.4,16,6,1,1
2023-01-15 17:00:00,83.42,23.9,17,6,1,1
2023-01-15 18:00:00,85.32,25.0,18,6,1,1
2023-01-15 19:00:00,85.43,26.7,19,6,1,1
2023-01-15 20:00:00,88.79,28.3,20,6,1,1
2023-01-15 21:00:00,88.41,28.6,21,6,1,1
2023-01-15 22:00:00,74.84,28.9,22,6,1,1
2023-01-15 23:00:00,68.67,30.9,23,6,1,1
2023-01-16 00:00:00,51.13,28.7,0,0,1,0
2023-01-16 01:00:00,51.64,29.7,1,0,1,0
2023-01-16 02:00:00,55.25,31.5,2,0,1,0
2023-01-16 03:00:00,56.57,30.9,3,0,1,0
2023-01-16 04:00:00,56.44,30.9,4,0,1,0
2023-01-16 05:00:00,56.33,29.9,5,0,1,0
2023-01-16 06:00:00,60.52,29.5,6,0,1,0
2023-01-16 07:00:00,67.14,27.4,7,0,1,0
2023-01-16 08:00:00,73.21,27.5,8,0,1,0
2023-01-16 09:00:00,77.26,26.8,9,0,1,0
2023-01-16 10:00:00,78.28,26.0,10,0,1,0
2023-01-16 11:00:00,85.35,25.8,11,0,1,0
2023-01-16 12:00:00,82.14,23.7,12,0,1,0
2023-01-16 13:00:00,83.27,23.4,13,0,1,0
2023-01-16 14:00:00,86.58,21.8,14,0,1,0
2023-01-16 15:00:00,85.33,22.7,15,0,1,0
2023-01-16 16:00:00,83.64,23.4,16,0,1,0
2023-01-16 17:00:00,92.52,25.0,17,0,1,0
2023-01-16 18:00:00,91.7,24.5,18,0,1,0
2023-01-16 19:00:00,97.66,26.6,19,0,1,0
2023-01-16 20:00:00,97.27,27.0,20,0,1,0
2023-01-16 21:00:00,96.36,27.9,21,0,1,0
2023-01-16 22:00:00,86.88,29.2,22,0,1,0
2023-01-16 23:00:00,77.96,29.5,23,0,1,0
2023-01-17 00:00:00,51.5,30.1,0,1,1,0
2023-01-17 01:00:00,53.72,29.5,1,1,1,0
2023-01-17 02:00:00,55.38,30.8,2,1,1,0
2023-01-17 03:00:00,55.42,30.5,3,1,1,0
2023-01-17 04:00:00,54.51,30.1,4,1,1,0
2023-01-17 05:00:00,56.49,30.2,5,1,1,0
2023-01-17 06:00:00,62.1,29.5,6,1,1,0
2023-01-17 07:00:00,65.61,28.2,7,1,1,0
2023-01-17 08:00:00,74.19,27.8,8,1,1,0
2023-01-17 09:00:00,76.66,26.4,9,1,1,0
2023-01-17 10:00:00,78.71,24.8,10,1,1,0
2023-01-17 11:00:00,80.37,23.8,11,1,1,0
2023-01-17 12:00:00,83.47,23.8,12,1,1,0
2023-01-17 13:00:00,83.07,23.6,13,1,1,0
2023-01-17 14:00:00,82.46,24.1,14,1,1,0
2023-01-17 15:00:00,87.2,24.1,15,1,1,0
2023-01-17 16:00:00,84.69,23.1,16,1,1,0
2023-01-17 17:00:00,89.79,24.1,17,1,1,0
2023-01-17 18:00:00,91.88,25.5,18,1,1,0
2023-01-17 19:00:00,97.92,26.8,19,1,1,0
2023-01-17 20:00:00,95.14,27.8,20,1,1,0
2023-01-17 21:00:00,96.65,28.0,21,1,1,0
2023-01-17 22:00:00,85.72,28.0,22,1,1,0
2023-01-17 23:00:00,74.24,29.0,23,1,1,0
2023-01-18 00:00:00,51.33,30.7,0,2,1,0
2023-01-18 01:00:00,52.29,31.1,1,2,1,0
2023-01-18 02:00:00,54.36,30.1,2,2,1,0
2023-01-18 03:00:00,55.51,30.9,3,2,1,0
2023-01-18 04:00:00,59.15,31.0,4,2,1,0
2023-01-18 05:00:00,54.46,28.9,5,2,1,0
2023-01-18 06:00:00,61.01,29.9,6,2,1,0
2023-01-18 07:00:00,68.63,27.7,7,2,1,0
2023-01-18 08:00:00,73.87,28.0,8,2,1,0
2023-01-18 09:00:00,78.7,25.5,9,2,1,0
2023-01-18 10:00:00,77.98,24.2,10,2,1,0
2023-01-18 11:00:00,83.97,23.8,11,2,1,0
2023-01-18 12:00:00,82.18,23.5,12,2,1,0
2023-01-18 13:00:00,83.68,22.8,13,2,1,0
2023-01-18 14:00:00,87.29,22.8,14,2,1,0
2023-01-18 15:00:00,85.38,23.4,15,2,1,0
2023-01-18 16:00:00,83.5,23.4,16,2,1,0
2023-01-18 17:00:00,91.74,24.1,17,2,1,0
2023-01-18 18:00:00,91.83,23.6,18,2,1,0
2023-01-18 19:00:00,89.31,26.3,19,2,1,0
2023-01-18 20:00:00,94.72,26.9,20,2,1,0
2023-01-18 21:00:00,96.25,29.3,21,2,1,0
2023-01-18 22:00:00,84.54,28.2,22,2,1,0
2023-01-18 23:00:00,76.88,28.4,23,2,1,0
2023-01-19 00:00:00,51.65,31.0,0,3,1,0
2023-01-19 01:00:00,54.03,31.1,1,3,1,0
2023-01-19 02:00:00,52.29,30.2,2,3,1,0
2023-01-19 03:00:00,54.77,29.6,3,3,1,0
2023-01-19 04:00:00,56.08,31.7,4,3,1,0
2023-01-19 05:00:00,55.13,31.0,5,3,1,0
2023-01-19 06:00:00,62.39,27.0,6,3,1,0
2023-01-19 07:00:00,65.57,27.7,7,3,1,0
2023-01-19 08:00:00,74.84,28.3,8,3,1,0
2023-01-19 09:00:00,78.97,25.6,9,3,1,0
2023-01-19 10:00:00,80.9,24.6,10,3,1,0
2023-01-19 11:00:00,82.88,23.9,11,3,1,0
2023-01-19 12:00:00,82.47,22.6,12,3,1,0
2023-01-19 13:00:00,84.58,21.8,13,3,1,0
2023-01-19 14:00:00,87.52,23.8,14,3,1,0
2023-01-19 15:00:00,85.6,21.7,15,3,1,0
2023-01-19 16:00:00,84.22,23.7,16,3,1,0
2023-01-19 17:00:00,92.7,24.9,17,3,1,0
2023-01-19 18:00:00,89.45,23.8,18,3,1,0
2023-01-19 19:00:00,97.19,25.2,19,3,1,0
2023-01-19 20:00:00,98.83,28.0,20,3,1,0
2023-01-19 21:00:00,99.1,28.5,21,3,1,0
2023-01-19 22:00:00,88.38,28.5,22,3,1,0
2023-01-19 23:00:00,78.08,30.8,23,3,1,0
2023-01-20 00:00:00,52.78,31.4,0,4,1,0
2023-01-20 01:00:00,52.36,31.1,1,4,1,0
2023-01-20 02:00:00,55.39,30.3,2,4,1,0
2023-01-20 03:00:00,54.43,30.5,3,4,1,0
2023-01-20 04:00:00,56.56,30.7,4,4,1,0
2023-01-20 05:00:00,56.32,29.7,5,4,1,0
2023-01-20 06:00:00,60.33,29.8,6,4,1,0
2023-01-20 07:00:00,64.43,26.8,7,4,1,0
2023-01-20 08:00:00,72.4,25.8,8,4,1,0
2023-01-20 09:00:00,77.44,26.1,9,4,1,0
2023-01-20 10:00:00,79.55,24.6,10,4,1,0
2023-01-20 11:00:00,82.91,23.7,11,4,1,0
2023-01-20 12:00:00,82.65,22.1,12,4,1,0
2023-01-20 13:00:00,85.6,23.2,13,4,1,0
2023-01-20 14:00:00,86.15,23.0,14,4,1,0
2023-01-20 15:00:00,84.9,23.7,15,4,1,0
2023-01-20 16:00:00,83.77,23.6,16,4,1,0
2023-01-20 17:00:00,92.13,24.1,17,4,1,0
2023-01-20 18:00:00,93.38,25.9,18,4,1,0
2023-01-20 19:00:00,96.46,24.9,19,4,1,0
2023-01-20 20:00:00,96.08,27.4,20,4,1,0
2023-01-20 21:00:00,96.32,26.7,21,4,1,0
2023-01-20 22:00:00,86.08,28.3,22,4,1,0
2023-01-20 23:00:00,74.7,28.9,23,4,1,0
2023-01-21 00:00:00,48.91,31.1,0,5,1,1
2023-01-21 01:00:00,49.21,30.8,1,5,1,1
2023-01-21 02:00:00,48.06,31.0,2,5,1,1
2023-01-21 03:00:00,49.83,30.0,3,5,1,1
2023-01-21 04:00:00,48.27,30.2,4,5,1,1
2023-01-21 05:00:00,50.97,29.2,5,5,1,1
2023-01-21 06:00:00,54.39,29.3,6,5,1,1
2023-01-21 07:00:00,60.46,27.2,7,5,1,1
2023-01-21 08:00:00,62.47,28.1,8,5,1,1
2023-01-21 09:00:00,68.51,24.6,9,5,1,1
2023-01-21 10:00:00,72.44,24.4,10,5,1,1
2023-01-21 11:00:00,72.03,25.5,11,5,1,1
2023-01-21 12:00:00,72.74,23.2,12,5,1,1
2023-01-21 13:00:00,78.2,22.1,13,5,1,1
2023-01-21 14:00:00,80.5,23.2,14,5,1,1
2023-01-21 15:00:00,78.41,22.8,15,5,1,1
2023-01-21 16:00:00,75.08,22.9,16,5,1,1
2023-01-21 17:00:00,85.6,23.3,17,5,1,1
2023-01-21 18:00:00,81.11,27.2,18,5,1,1
2023-01-21 19:00:00,84.76,25.8,19,5,1,1
2023-01-21 20:00:00,86.82,25.5,20,5,1,1
2023-01-21 21:00:00,91.01,29.2,21,5,1,1
2023-01-21 22:00:00,79.93,29.5,22,5,1,1
2023-01-21 23:00:00,68.0,29.2,23,5,1,1
2023-01-22 00:00:00,44.93,29.7,0,6,1,1
2023-01-22 01:00:00,49.8,31.4,1,6,1,1
2023-01-22 02:00:00,48.5,30.8,2,6,1,1
2023-01-22 03:00:00,48.39,29.3,3,6,1,1
2023-01-22 04:00:00,50.81,31.9,4,6,1,1
2023-01-22 05:00:00,50.89,29.5,5,6,1,1
2023-01-22 06:00:00,56.86,30.2,6,6,1,1
2023-01-22 07:00:00,58.53,29.1,7,6,1,1
2023-01-22 08:00:00,66.59,26.2,8,6,1,1
2023-01-22 09:00:00,71.14,26.8,9,6,1,1
2023-01-22 10:00:00,72.85,24.5,10,6,1,1
2023-01-22 11:00:00,72.53,22.7,11,6,1,1
2023-01-22 12:00:00,74.35,23.2,12,6,1,1
2023-01-22 13:00:00,76.04,23.5,13,6,1,1
2023-01-22 14:00:00,76.63,22.6,14,6,1,1
2023-01-22 15:00:00,77.15,22.9,15,6,1,1
2023-01-22 16:00:00,78.94,24.5,16,6,1,1
2023-01-22 17:00:00,84.39,24.3,17,6,1,1
2023-01-22 18:00:00,81.79,24.3,18,6,1,1
2023-01-22 19:00:00,87.11,26.5,19,6,1,1
2023-01-22 20:00:00,88.92,27.2,20,6,1,1
2023-01-22 21:00:00,86.91,26.0,21,6,1,1
2023-01-22 22:00:00,79.02,29.3,22,6,1,1
2023-01-22 23:00:00,70.48,30.1,23,6,1,1
2023-01-23 00:00:00,50.98,30.5,0,0,1,0
2023-01-23 01:00:00,53.79,31.6,1,0,1,0
2023-01-23 02:00:00,54.63,30.5,2,0,1,0
2023-01-23 03:00:00,55.14,31.1,3,0,1,0
2023-01-23 04:00:00,55.42,29.2,4,0,1,0
2023-01-23 05:00:00,58.03,30.2,5,0,1,0
2023-01-23 06:00:00,64.2,30.6,6,0,1,0
2023-01-23 07:00:00,69.2,27.2,7,0,1,0
2023-01-23 08:00:00,72.27,26.4,8,0,1,0
2023-01-23 09:00:00,78.39,25.4,9,0,1,0
2023-01-23 10:00:00,80.18,25.1,10,0,1,0
2023-01-23 11:00:00,81.16,23.3,11,0,1,0
2023-01-23 12:00:00,83.15,23.9,12,0,1,0
2023-01-23 13:00:00,81.6,23.8,13,0,1,0
2023-01-23 14:00:00,85.75,23.4,14,0,1,0
2023-01-23 15:00:00,83.16,21.7,15,0,1,0
2023-01-23 16:00:00,83.84,24.3,16,0,1,0
2023-01-23 17:00:00,92.96,24.9,17,0,1,0
2023-01-23 18:00:00,92.87,25.7,18,0,1,0
2023-01-23 19:00:00,96.06,26.3,19,0,1,0
2023-01-23 20:00:00,95.95,27.2,20,0,1,0
2023-01-23 21:00:00,98.93,28.9,21,0,1,0
2023-01-23 22:00:00,87.86,30.5,22,0,1,0
2023-01-23 23:00:00,73.31,29.1,23,0,1,0
2023-01-24 00:00:00,52.98,31.3,0,1,1,0
2023-01-24 01:00:00,51.08,30.8,1,1,1,0
2023-01-24 02:00:00,52.91,30.9,2,1,1,0
2023-01-24 03:00:00,52.94,29.6,3,1,1,0
2023-01-24 04:00:00,54.56,30.2,4,1,1,0
2023-01-24 05:00:00,54.63,29.0,5,1,1,0
2023-01-24 06:00:00,59.72,28.6,6,1,1,0
2023-01-24 07:00:00,64.87,27.2,7,1,1,0
2023-01-24 08:00:00,74.54,26.6,8,1,1,0
2023-01-24 09:00:00,77.11,25.6,9,1,1,0
2023-01-24 10:00:00,76.27,25.1,10,1,1,0
2023-01-24 11:00:00,80.69,22.9,11,1,1,0
2023-01-24 12:00:00,80.51,22.4,12,1,1,0
2023-01-24 13:00:00,82.94,23.4,13,1,1,0
2023-01-24 14:00:00,86.58,22.4,14,1,1,0
2023-01-24 15:00:00,84.68,24.0,15,1,1,0
2023-01-24 16:00:00,83.53,23.7,16,1,1,0
2023-01-24 17:00:00,92.45,24.7,17,1,1,0
2023-01-24 18:00:00,95.29,26.1,18,1,1,0
2023-01-24 19:00:00,95.77,25.7,19,1,1,0
2023-01-24 20:00:00,91.82,26.5,20,1,1,0
2023-01-24 21:00:00,94.8,28.7,21,1,1,0
2023-01-24 22:00:00,87.02,29.4,22,1,1,0
2023-01-24 23:00:00,76.52,29.7,23,1,1,0
2023-01-25 00:00:00,52.81,31.6,0,2,1,0
2023-01-25 01:00:00,52.12,30.7,1,2,1,0
2023-01-25 02:00:00,53.08,31.0,2,2,1,0
2023-01-25 03:00:00,57.45,30.9,3,2,1,0
2023-01-25 04:00:00,55.03,29.7,4,2,1,0
2023-01-25 05:00:00,56.97,29.9,5,2,1,0
2023-01-25 06:00:00,62.26,30.1,6,2,1,0
2023-01-25 07:00:00,66.73,28.4,7,2,1,0
2023-01-25 08:00:00,72.31,27.0,8,2,1,0
2023-01-25 09:00:00,76.44,25.8,9,2,1,0
2023-01-25 10:00:00,77.37,25.3,10,2,1,0
2023-01-25 11:00:00,81.85,24.8,11,2,1,0
2023-01-25 12:00:00,82.59,24.0,12,2,1,0
2023-01-25 13:00:00,85.9,22.9,13,2,1,0
2023-01-25 14:00:00,86.62,23.3,14,2,1,0
2023-01-25 15:00:00,84.09,23.5,15,2,1,0
2023-01-25 16:00:00,87.27,22.7,16,2,1,0
2023-01-25 17:00:00,93.01,24.3,17,2,1,0
2023-01-25 18:00:00,94.47,23.3,18,2,1,0
2023-01-25 19:00:00,98.89,26.4,19,2,1,0
2023-01-25 20:00:00,100.14,27.5,20,2,1,0
2023-01-25 21:00:00,98.16,28.6,21,2,1,0
2023-01-25 22:00:00,87.4,28.7,22,2,1,0
2023-01-25 23:00:00,78.94,30.1,23,2,1,0
2023-01-26 00:00:00,52.56,31.6,0,3,1,0
2023-01-26 01:00:00,54.08,32.0,1,3,1,0
2023-01-26 02:00:00,55.16,31.0,2,3,1,0
2023-01-26 03:00:00,54.65,31.0,3,3,1,0
2023-01-26 04:00:00,57.66,31.4,4,3,1,0
2023-01-26 05:00:00,55.37,28.6,5,3,1,0
2023-01-26 06:00:00,59.94,28.7,6,3,1,0
2023-01-26 07:00:00,66.82,29.1,7,3,1,0
2023-01-26 08:00:00,74.21,27.8,8,3,1,0
2023-01-26 09:00:00,78.25,26.3,9,3,1,0
2023-01-26 10:00:00,79.82,23.8,10,3,1,0
2023-01-26 11:00:00,81.76,24.1,11,3,1,0
2023-01-26 12:00:00,83.02,23.1,12,3,1,0
2023-01-26 13:00:00,83.84,23.4,13,3,1,0
2023-01-26 14:00:00,85.99,22.4,14,3,1,0
2023-01-26 15:00:00,83.7,22.3,15,3,1,0
2023-01-26 16:00:00,84.11,21.9,16,3,1,0
2023-01-26 17:00:00,90.49,25.1,17,3,1,0
2023-01-26 18:00:00,94.07,24.7,18,3,1,0
2023-01-26 19:00:00,95.08,26.1,19,3,1,0
2023-01-26 20:00:00,96.11,27.0,20,3,1,0
2023-01-26 21:00:00,98.16,27.2,21,3,1,0
2023-01-26 22:00:00,87.09,28.0,22,3,1,0
2023-01-26 23:00:00,75.62,29.0,23,3,1,0
2023-01-27 00:00:00,50.09,29.9,0,4,1,0
2023-01-27 01:00:00,52.88,31.2,1,4,1,0
2023-01-27 02:00:00,52.3,30.4,2,4,1,0
2023-01-27 03:00:00,57.23,32.3,3,4,1,0
2023-01-27 04:00:00,56.03,31.3,4,4,1,0
2023-01-27 05:00:00,56.48,30.5,5,4,1,0
2023-01-27 06:00:00,60.79,28.9,6,4,1,0
2023-01-27 07:00:00,68.24,29.2,7,4,1,0
2023-01-27 08:00:00,73.69,26.8,8,4,1,0
2023-01-27 09:00:00,78.04,25.9,9,4,1,0
2023-01-27 10:00:00,81.62,25.1,10,4,1,0
2023-01-27 11:00:00,78.11,24.7,11,4,1,0
2023-01-27 12:00:00,85.26,24.0,12,4,1,0
2023-01-27 13:00:00,85.5,22.8,13,4,1,0
2023-01-27 14:00:00,85.59,22.6,14,4,1,0
2023-01-27 15:00:00,83.95,23.6,15,4,1,0
2023-01-27 16:00:00,84.7,24.1,16,4,1,0
2023-01-27 17:00:00,92.74,23.9,17,4,1,0
2023-01-27 18:00:00,94.36,23.7,18,4,1,0
2023-01-27 19:00:00,96.01,25.8,19,4,1,0
2023-01-27 20:00:00,95.01,27.5,20,4,1,0
2023-01-27 21:00:00,95.75,29.5,21,4,1,0
2023-01-27 22:00:00,86.78,28.0,22,4,1,0
2023-01-27 23:00:00,77.77,29.5,23,4,1,0
2023-01-28 00:00:00,46.44,30.2,0,5,1,1
2023-01-28 01:00:00,50.87,31.9,1,5,1,1
2023-01-28 02:00:00,49.31,31.0,2,5,1,1
2023-01-28 03:00:00,49.13,30.1,3,5,1,1
2023-01-28 04:00:00,51.73,30.9,4,5,1,1
2023-01-28 05:00:00,51.58,29.5,5,5,1,1
2023-01-28 06:00:00,53.27,28.0,6,5,1,1
2023-01-28 07:00:00,58.57,27.3,7,5,1,1
2023-01-28 08:00:00,64.72,28.4,8,5,1,1
2023-01-28 09:00:00,75.05,26.3,9,5,1,1
2023-01-28 10:00:00,71.32,25.1,10,5,1,1
2023-01-28 11:00:00,72.94,24.0,11,5,1,1
2023-01-28 12:00:00,75.04,23.8,12,5,1,1
2023-01-28 13:00:00,77.52,23.4,13,5,1,1
2023-01-28 14:00:00,77.15,23.2,14,5,1,1
2023-01-28 15:00:00,78.78,23.2,15,5,1,1
2023-01-28 16:00:00,74.92,24.2,16,5,1,1
2023-01-28 17:00:00,81.15,24.2,17,5,1,1
2023-01-28 18:00:00,85.99,24.2,18,5,1,1
2023-01-28 19:00:00,85.33,25.5,19,5,1,1
2023-01-28 20:00:00,84.38,25.4,20,5,1,1
2023-01-28 21:00:00,85.57,29.7,21,5,1,1
2023-01-28 22:00:00,77.31,29.7,22,5,1,1
2023-01-28 23:00:00,68.68,29.2,23,5,1,1
2023-01-29 00:00:00,46.89,30.2,0,6,1,1
2023-01-29 01:00:00,47.3,30.4,1,6,1,1
2023-01-29 02:00:00,51.1,32.2,2,6,1,1
2023-01-29 03:00:00,48.21,29.7,3,6,1,1
2023-01-29 04:00:00,51.94,30.6,4,6,1,1
2023-01-29 05:00:00,53.23,29.7,5,6,1,1
2023-01-29 06:00:00,55.22,29.7,6,6,1,1
2023-01-29 07:00:00,60.61,28.0,7,6,1,1
2023-01-29 08:00:00,65.71,25.6,8,6,1,1
2023-01-29 09:00:00,70.52,25.8,9,6,1,1
2023-01-29 10:00:00,72.72,24.2,10,6,1,1
2023-01-29 11:00:00,73.87,24.2,11,6,1,1
2023-01-29 12:00:00,73.32,24.7,12,6,1,1
2023-01-29 13:00:00,78.07,21.7,13,6,1,1
2023-01-29 14:00:00,77.21,22.4,14,6,1,1
2023-01-29 15:00:00,76.24,22.7,15,6,1,1
2023-01-29 16:00:00,80.88,23.2,16,6,1,1
2023-01-29 17:00:00,82.3,24.8,17,6,1,1
2023-01-29 18:00:00,84.36,24.9,18,6,1,1
2023-01-29 19:00:00,85.63,26.3,19,6,1,1
2023-01-29 20:00:00,86.48,26.5,20,6,1,1
2023-01-29 21:00:00,88.02,28.2,21,6,1,1
2023-01-29 22:00:00,77.13,29.6,22,6,1,1
2023-01-29 23:00:00,69.55,29.2,23,6,1,1
2023-01-30 00:00:00,50.83,31.1,0,0,1,0
2023-01-30 01:00:00,52.05,30.9,1,0,1,0
